PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
70,2/8/2023,1,2,691205,Right,T_B,1000194300,Left,T_A,3,Bottom,0,1,0,1-0,Fastball,Sinker,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,93.57371,-1.703681,-2.917819,2292.409452,233.240346,1:45,5.2445,1.46605,5.83349,-18.12737,14.17139,17.47186,2.14779,0.20757,84.76627,-5.135718,0.211398,0.409039,93.93436,-14.666548,-50.040133,,,,,7.8482,1.4555,-49.925096,0.057181,-9.77875,8.07615,-1.23812,50,5.09476,6.12095,-135.62717,-4.62608,-18.05549,32.08043,-17.26225,92.14881,1.99759,8.80743,0.15059,1.99759,-0.15519,1000055344,Right,54.66448,-136.72603,16.04021,5.24309,-4.03479,-8.63113,-1.45838,6.73941,-9.02774,,0.14942,85.72692,,,,,,,,1.99807,-34.93424,,,,,,,,-0.15379,-102.31082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
71,2/8/2023,1,3,691205,Right,T_B,1000194300,Left,T_A,3,Bottom,0,1,1,1-1,Slider,Slider,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,83.34803,-0.154228,-1.403974,2556.187603,54.15505,7:45,5.24431,1.59944,4.20486,-45.81333,-3.16492,-6.13772,1.27875,-0.25721,76.95993,-8.289099,-2.473265,0.470027,70.46783,-77.991642,-5.925313,,,,,1.24269,0.99653,12.286354,0.015337,2.60213,-1.14921,-1.43811,50,5.179,3.24897,-120.87644,-2.25399,3.86778,22.54077,-33.88223,80.19209,1.55398,6.38811,0.88545,1.55398,0.29856,1000055344,Right,56.29614,-122.04488,11.27039,5.25032,-0.49764,-16.94112,-1.60133,3.04848,1.93389,,0.88533,21.43684,,,,,,,,1.55455,-101.32147,,,,,,,,0.29858,-2.22486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
72,2/8/2023,2,1,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,94.86471,-1.593663,-3.547552,2382.705604,233.351999,1:45,5.25904,1.50882,5.73427,-19.57099,11.49879,14.22091,2.14082,-0.61394,87.30967,-5.239338,-1.007964,0.401181,76.53037,43.553573,76.585734,5731.517862,,,,,82.43516,,,-8.16792,6.54544,-1.22195,50,5.11396,7.89289,-137.64355,-4.5306,-15.80166,28.14298,-19.51117,93.95368,65.60421,7.55504,0.68309,2.07317,0.62662,1000055344,Right,54.76636,-138.61467,14.07149,5.25868,-3.85734,-9.75558,-1.50371,8.43815,-7.90083,,0.68309,18.87163,-17.50648,5.65066,-1.48724,0.31339,-0.03589,-0.00726,0.00268,2.07317,77.34,-21.50677,1.65024,-0.07071,-0.0632,0.03844,-0.01289,0.00219,0.62662,79.12758,-9.81302,1.72307,-0.1926,-0.03387,0.0404,-0.01757,0.00313,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,v3
73,2/8/2023,2,2,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,0,1,0-1,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,82.18078,1.239034,-0.680485,2496.104339,73.32393,8:30,5.31771,1.66285,4.18818,-45.94987,-1.80299,-10.67564,2.67609,0.12113,75.2277,-6.96253,-2.538155,0.478213,,,,,,,,,,,,4.94193,-0.80307,-1.5758,50,5.40597,1.9156,-119.08312,0.66545,7.08964,23.07073,-33.32614,78.81933,,6.95308,,,,1000055344,Right,56.3113,-120.29963,11.53537,5.32456,2.42273,-16.66307,-1.66695,1.54177,3.54482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.97966,1.603108,0.730061,0.873047,-0.67398,2.41424,-0.02715,-2.10753,5.98951,2.36004,64.85048,4.66176,59.93296,-1.99621,84.93844,-9.51778,6.02634,9.85873,-13.05737,2.39102,69.42325,-4.00478,High,High,High,,,High,Medium,Medium,v3
74,2/8/2023,2,3,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,0,2,0-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,84.05604,1.063105,0.46456,2515.146765,88.687338,9:00,5.2818,1.55467,4.10689,-41.18172,1.20858,-7.28993,2.87034,1.39299,76.67454,-6.303453,-0.802336,0.468603,,,,,,,,,,,,3.67973,0.58039,-1.59803,50,5.35616,-0.64394,-121.77884,0.52771,5.50819,24.62795,-31.30528,80.43585,,7.3815,,,,1000055344,Right,56.39355,-123.06505,12.31398,5.28591,2.16264,-15.65264,-1.55689,-0.93161,2.75409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.16812,2.109217,0.815564,1.293652,4.79958,3.22933,-1.43806,-0.8423,6.06072,0.9006,127.28017,2.23303,-2.2012,-0.61945,111.70417,-9.9407,6.08536,11.83496,-11.45204,0.85224,-4.53685,1.68629,High,High,High,,,High,High,High,v3
75,2/8/2023,2,4,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,82.22045,0.111295,-1.512499,2551.320034,70.382627,8:15,5.36196,1.18588,4.09667,-46.85097,-2.7452,-11.44977,1.56458,-1.22033,75.78513,-8.197205,-3.502156,0.47799,,,,,,,,,,,,5.10902,-0.9863,-1.00338,50,5.32353,3.6813,-119.18758,-1.73464,7.36617,22.41108,-33.59612,78.85606,,6.43531,,,,1000055344,Right,56.40418,-120.38575,11.20554,5.36826,0.06152,-16.79806,-1.18967,3.28748,3.68309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
76,2/8/2023,2,5,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,2,2,2-2,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,95.90102,-1.755121,-2.837907,2368.45571,231.034448,1:45,5.26908,1.43976,5.82474,-15.38296,15.25883,17.59678,2.353,0.26572,87.14066,-4.681757,0.313029,0.398408,,,,,,,,,,,,-9.84938,8.61733,-1.21835,50,5.11649,6.09305,-139.07938,-4.76064,-19.19115,32.71259,-15.3835,94.60757,,8.76035,,,,1000055344,Right,54.67482,-140.17462,16.3563,5.26725,-4.24559,-7.69175,-1.43311,6.73558,-9.59558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
77,2/8/2023,2,6,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,2,2,2-2,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,96.75192,-1.636821,-2.810277,2505.505251,250.50347,2:15,5.33713,1.11167,5.58459,-21.62808,8.66874,21.70253,2.004,0.29374,88.25166,-5.650561,1.061367,0.396159,,,,,,,,,,,,-11.84768,5.1437,-0.88486,50,5.18227,5.86907,-140.33908,-4.83556,-23.56593,32.54123,-21.94285,95.14463,,8.50026,,,,1000055344,Right,54.91627,-141.47444,16.27061,5.33763,-4.06997,-10.97143,-1.10397,6.69128,-11.78296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
78,2/8/2023,2,7,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,2,2,2-2,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,97.20152,-0.834506,-2.302407,2542.044214,240.280405,2:00,5.38856,1.20993,5.58971,-16.87694,13.14926,21.30399,3.20223,0.83422,88.37084,-4.012632,1.498079,0.394386,50.21492,60.404218,104.88687,2907.793397,,,,,9.11432,,,-11.48268,7.19367,-1.02663,50,5.30611,4.65632,-141.04872,-2.65432,-23.0312,33.39325,-17.74548,95.57242,21.00149,8.83068,1.45917,3.00979,-0.82512,1000055344,Right,54.91033,-142.20649,16.69662,5.38747,-2.03908,-8.87274,-1.20191,5.45483,-11.5156,223.787064,1.45883,-9.33019,0.90502,,,,,,,3.00992,64.03464,-16.34033,,,,,,,-0.82099,34.97212,-8.79235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,v3
79,2/8/2023,2,8,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,2,2,2-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,84.82942,-2.005266,-2.475046,2697.572802,62.701814,8:00,5.37006,1.32443,4.10396,-45.85443,-4.25292,-10.70276,-0.37815,-1.94422,78.42953,-10.077473,-4.336096,0.464222,,,,,,,,,,,,4.52528,-1.22721,-1.03529,50,5.09578,5.81139,-122.81581,-6.27454,6.91004,24.38251,-34.04798,81.19482,,6.39989,,,,1000055344,Right,56.398,-124.0795,12.19126,5.37525,-4.50991,-17.02399,-1.32719,5.45326,3.45502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
80,2/8/2023,2,9,691205,Right,T_B,1000094105,Right,T_A,3,Bottom,0,3,2,3-2,Fastball,Sinker,InPlay,Undefined,FlyBall,LineDrive,Triple,0,0,96.65962,-1.874876,-2.527839,2545.613404,233.613575,1:45,5.42942,1.28719,5.51355,-14.16985,16.2954,20.74505,2.4931,0.65066,87.94369,-4.565317,1.166808,0.397259,94.64773,25.425662,-12.492054,,107.72499,49.85938,-22.25448,350.62621,350.62621,-10.873341,4.776572,-11.2706,9.08323,-1.08142,50,5.25668,5.20715,-140.17801,-5.06753,-22.34335,32.77435,-14.16703,94.88125,69.93485,8.71593,1.92337,2.4912,-0.62764,1000055344,Right,54.98693,-141.33917,16.38718,5.42733,-4.5656,-7.08352,-1.27992,5.99875,-11.17167,190.330624,1.92392,122.39142,-23.71582,5.42854,-1.01209,0.15839,-0.02291,0.00276,-0.00016,2.49276,59.56334,-12.7698,-0.75045,0.51423,-0.1967,0.05056,-0.00699,0.00038,-0.62763,-27.11619,7.92478,-2.38884,0.50844,-0.07258,0.00645,-0.00037,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
81,2/8/2023,3,1,691205,Right,T_B,1000138679,Right,T_A,3,Bottom,0,0,0,0-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,83.62911,1.289941,-0.152723,2504.824334,70.842016,8:15,5.16123,1.6654,3.98476,-44.98176,-2.33358,-10.34426,2.65359,0.6565,77.00574,-6.694645,-1.946524,0.470026,,,,,,,,,,,,4.90296,-1.07638,-1.63567,50,5.25766,0.82444,-121.26362,0.77855,7.34782,22.27584,-33.78715,80.19228,,6.62337,,,,1000055344,Right,56.51573,-122.4547,11.13792,5.16774,2.58513,-16.89358,-1.66925,0.43156,3.67391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
82,2/8/2023,3,2,691205,Right,T_B,1000138679,Right,T_A,3,Bottom,0,0,1,0-1,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,95.86999,-1.467729,-1.681436,2444.922222,230.883204,1:45,5.35678,1.52067,5.8384,-15.71418,14.85115,17.02855,2.68224,1.37651,87.25596,-4.450985,1.371648,0.397911,,,,,,,,,,,,-9.31197,8.34741,-1.39424,50,5.22807,3.33276,-139.2001,-4.08174,-18.17867,32.7194,-15.87837,94.72577,,8.61403,,,,1000055344,Right,54.66248,-140.29175,16.3597,5.35542,-3.55198,-7.93919,-1.51555,3.93927,-9.08933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
83,2/8/2023,3,3,691205,Right,T_B,1000138679,Right,T_A,3,Bottom,0,0,2,0-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,84.54974,-1.305576,-0.538923,2738.34611,71.593787,8:30,5.31372,1.4793,4.01887,-44.82967,-2.82311,-12.49138,0.32276,-0.07967,77.75238,-9.232308,-2.71078,0.466477,,,,,,,,,,,,5.86272,-0.63575,-1.40347,50,5.11612,1.75417,-122.49207,-4.73922,8.8878,24.69442,-33.13782,80.8024,,6.79736,,,,1000055344,Right,56.48169,-123.79188,12.34721,5.31967,-2.99498,-16.56891,-1.48349,1.28635,4.4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
84,2/8/2023,4,1,691205,Right,T_B,8886045,Left,T_A,3,Bottom,1,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,94.17985,-1.251569,-3.168106,2401.91858,241.403116,2:00,5.21925,1.71753,5.72969,-20.61678,11.2593,18.70773,2.33362,0.32299,85.6539,-5.112361,0.175428,0.406353,80.99508,59.465287,-72.775168,5304.557179,,,,,54.00636,,,-10.52418,6.40902,-1.46519,50,5.10215,6.72303,-136.57562,-3.71104,-19.77956,31.47174,-20.12868,92.7578,74.57981,8.52594,3.31365,2.50073,-0.31915,1000055344,Right,54.77071,-137.67057,15.73587,5.21908,-3.01074,-10.06434,-1.71107,7.41119,-9.88978,,3.31363,17.87438,-11.99679,3.27522,1.21133,-3.69083,3.8111,-2.00809,0.43521,2.50073,102.31799,-38.03554,6.88247,-2.24275,1.4283,-1.08851,0.53352,-0.11305,-0.31914,-57.64826,10.45039,-2.75084,-0.50376,2.09307,-2.20143,1.16403,-0.25254,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
85,2/8/2023,4,2,691205,Right,T_B,8886045,Left,T_A,3,Bottom,1,0,1,0-1,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.89688,0.081827,-1.206376,2264.042939,145.014022,10:45,5.33796,1.52842,4.69663,-28.74202,9.56796,-5.74414,3.02049,-0.09569,79.34667,-5.183306,-2.214458,0.445479,,,,,,,,,,,,2.42854,5.05008,-1.40059,50,5.32115,2.95659,-127.24202,-0.95074,3.93083,29.2109,-24.00006,84.61098,,8.55022,,,,1000055344,Right,55.79918,-128.56644,14.60545,5.33958,0.13741,-12.00003,-1.53061,2.77836,1.96541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
86,2/8/2023,4,3,691205,Right,T_B,8886045,Left,T_A,3,Bottom,1,0,2,0-2,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,96.4834,0.081776,-1.482326,2536.177611,242.267645,2:00,5.34198,1.56612,5.69856,-18.9454,11.83682,20.33993,3.83943,1.87948,86.4472,-3.505569,2.154747,0.39932,,,,,,,,,,,,-10.71197,6.30063,-1.45406,50,5.33732,2.62326,-139.83751,-0.46039,-20.79708,37.26896,-19.9415,94.39153,,10.0362,,,,1000055344,Right,54.797,-141.1102,18.63448,5.34142,0.22058,-9.97075,-1.55577,3.33346,-10.39854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
87,2/8/2023,4,4,691205,Right,T_B,8886045,Left,T_A,3,Bottom,1,1,2,1-2,Slider,Slider,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,85.17719,-0.314442,-0.306971,2641.231336,97.160703,9:15,5.21471,1.53292,3.97985,-38.28998,3.02969,-13.83828,1.72143,0.08447,78.16888,-7.131103,-2.707413,0.462647,76.43681,19.205402,-58.983466,5230.799286,45.81216,19.11954,-100.00594,176.27189,136.49122,-70.107332,2.1811,6.57315,1.87677,-1.48132,50,5.13631,1.3359,-123.44916,-2.33364,10.15201,24.382,-29.27544,81.47125,19.71077,7.00832,1.97966,1.70761,-0.19241,1000055344,Right,56.52026,-124.73031,12.191,5.21851,-0.79537,-14.63772,-1.5375,0.80246,5.07601,,1.97966,54.55211,-20.22069,5.44175,-1.37246,0.28137,-0.04935,0.00588,-0.0003,1.70761,36.8783,-20.69934,2.10349,-0.33016,0.04849,-0.00471,0.00058,-0.0001,-0.19241,-90.73083,7.31061,0.11975,-0.36955,0.15464,-0.0397,0.00667,-0.00049,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,,v3
88,2/8/2023,4,5,691205,Right,T_B,8886045,Left,T_A,3,Bottom,1,1,2,1-2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,94.93604,-0.506548,-1.659878,2354.367146,204.683259,12:45,5.38455,1.49304,5.26166,-16.42521,15.58414,6.65764,3.53968,0.48798,85.88069,-3.606353,-0.479525,0.407202,,,,,,,,,,,,-3.815,8.2526,-1.34612,50,5.32652,3.659,-137.60038,-1.79194,-7.25434,32.8715,-16.4816,92.56451,,9.05536,,,,1000055344,Right,55.23455,-138.84523,16.43575,5.38257,-1.16777,-8.2408,-1.48989,3.93372,-3.62717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
89,2/8/2023,1,1,1000097856,Left,T_A,1000058463,Right,T_B,4,Top,0,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,85.50369,0.018232,4.015847,1974.969205,117.827959,10:00,3.99792,-3.54455,5.8685,-30.79864,7.90079,-12.43957,1.44834,-0.84478,77.50269,-5.717158,1.791015,0.447738,,,,,,,,,,,,7.53922,4.44036,3.22601,50,3.98173,-8.17604,-123.82528,-0.97286,11.60374,26.72902,-25.33979,84.18417,,8.001,,,,1000103236,Right,54.62849,-124.82039,13.36451,4.00038,-0.02947,-12.6699,3.53844,-8.60805,5.80187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
90,2/8/2023,1,2,1000097856,Left,T_A,1000058463,Right,T_B,4,Top,0,0,1,0-1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,86.18862,0.641567,5.828436,2081.005354,136.660305,10:30,4.21833,-3.34852,6.09665,-26.08486,11.95001,-10.01567,2.6411,1.22629,77.78405,-4.268934,4.039768,0.443877,,,,,,,,,,,,7.05792,6.33847,2.90385,50,4.25428,-12.32333,-124.52692,0.61462,10.94959,27.80827,-22.34061,84.91649,,8.40457,,,,1000103236,Right,54.40264,-125.50622,13.90413,4.21878,1.40138,-11.1703,3.34462,-12.70894,5.4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
91,2/8/2023,1,3,1000097856,Left,T_A,1000058463,Right,T_B,4,Top,0,1,1,1-1,Slider,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,75.53942,1.241827,2.80241,2304.629755,293.483243,3:45,4.02248,-3.40842,5.21116,-53.52814,-2.93933,10.50532,0.73115,0.10441,69.25265,-8.460356,4.661057,0.511916,,,,,,,,,,,,-4.44118,-1.40177,3.14087,50,4.09691,-5.76199,-109.48379,0.58094,-5.35605,20.48704,-33.86458,73.63015,,6.28678,,,,1000103236,Right,55.28937,-110.46912,10.24352,4.0298,2.20967,-16.93229,3.4118,-5.50439,-2.67803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
92,2/8/2023,1,4,1000097856,Left,T_A,1000058463,Right,T_B,4,Top,0,1,2,1-2,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,88.57808,1.34403,2.456768,2008.257156,132.034831,10:30,4.13705,-3.47999,5.79812,-24.86773,11.11926,-11.00678,3.31623,-2.11073,80.27117,-3.318712,0.48755,0.431762,,,,,,,,,,,,6.31965,5.62414,3.28454,50,4.23289,-5.03637,-128.45007,2.19414,10.49206,28.16986,-22.8367,87.29915,,8.30691,,,,1000103236,Right,54.69912,-129.47652,14.08493,4.13778,3.02625,-11.41835,3.47502,-5.41868,5.24603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
93,2/8/2023,1,5,1000097856,Left,T_A,1000058463,Right,T_B,4,Top,0,2,2,2-2,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,86.40751,-0.346799,5.651769,1990.324941,121.323388,10:00,4.15486,-3.1434,6.13774,-31.31092,6.27933,-8.24028,1.22354,1.41024,78.58479,-6.173328,4.177191,0.441275,,,,,,,,,,,,5.9154,3.73815,2.71509,50,4.11228,-12.03117,-124.91936,-1.76331,9.28846,26.64085,-26.30434,85.41715,,7.82272,,,,1000103236,Right,54.35979,-125.84572,13.32042,4.1577,-0.84865,-13.15217,3.13905,-12.35415,4.64423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
94,2/8/2023,1,6,1000097856,Left,T_A,1000058463,Right,T_B,4,Top,0,3,2,3-2,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,88.11916,1.035058,4.590764,1992.084632,118.69282,10:00,4.07574,-3.40262,6.24206,-29.11848,6.86634,-10.29205,2.60709,-0.01681,79.71413,-4.426,2.740839,0.431749,80.51553,-8.859962,-18.542196,,,,,17.83154,16.87609,-15.6707,0.143311,6.75004,3.59788,3.06514,50,4.13875,-9.8337,-127.59314,1.39135,11.02006,28.62161,-26.30019,87.3018,2.6441,8.40503,1.5672,2.6441,0.24837,1000103236,Right,54.25626,-128.54435,14.3108,4.07799,2.26541,-13.15009,3.39804,-10.19994,5.51003,214.302882,1.56744,110.60086,-12.13848,,,,,,,2.64384,-18.16392,-1.97197,,,,,,,0.24799,-37.07025,12.1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
95,2/8/2023,2,1,1000097856,Left,T_A,1000110361,Right,T_B,4,Top,1,0,0,0-0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.77944,0.230525,2.835036,1928.601464,133.255825,10:30,4.05729,-3.37645,5.90493,-25.38096,11.56131,-10.82449,2.15646,-1.6447,78.73411,-4.558726,0.894762,0.437455,,,,,,,,,,,,6.43118,6.23607,3.15452,50,4.0616,-5.82799,-127.13072,-0.29733,10.32913,30.59232,-22.15834,86.163,,9.04533,,,,1000103236,Right,54.58963,-128.2304,15.29616,4.05797,0.49918,-11.07917,3.37069,-6.19928,5.16456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
96,2/8/2023,2,2,1000097856,Left,T_A,1000110361,Right,T_B,4,Top,1,0,1,0-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,88.31304,-0.002646,5.594562,2003.353215,147.460825,11:00,4.10568,-3.2186,6.30753,-21.83537,14.25379,-8.25,2.28362,1.26422,79.34145,-4.166612,4.114465,0.432374,90.31494,7.633346,-53.80424,5001.612973,,,,122.16982,122.16982,-58.754186,1.060609,6.14496,7.79036,2.81114,50,4.09509,-12.17362,-127.61247,-0.62424,9.95969,30.45425,-19.54752,87.1755,6.30518,8.97159,2.71312,2.42223,-1.33956,1000103236,Right,54.18978,-128.60846,15.22713,4.10505,0.01506,-9.77376,3.21459,-12.49934,4.97985,,2.71312,77.53234,-23.78389,5.41363,-1.06895,-0.1501,0.36567,-0.21244,0.04749,2.42223,17.5954,-20.9553,2.54133,-0.51636,0.07701,0.01881,-0.01817,0.00442,-1.33957,-105.94926,8.07059,0.44015,-0.29843,-0.1034,0.23588,-0.14098,0.03192,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,v3
97,2/8/2023,2,3,1000097856,Left,T_A,1000110361,Right,T_B,4,Top,1,0,2,0-2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,77.50483,1.532427,3.076414,2236.980198,297.614088,4:00,4.02984,-3.36561,5.0495,-52.98404,-4.93422,12.16949,1.0623,0.55294,71.47607,-8.016475,5.22107,0.498904,,,,,,,,,,,,-5.2091,-2.45736,3.06212,50,4.13349,-6.52692,-112.35898,1.13007,-6.66561,20.17239,-35.3185,75.55044,,6.02876,,,,1000103236,Right,55.45204,-113.33359,10.08619,4.03767,2.83644,-17.65925,3.36969,-6.20488,-3.33281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
98,2/8/2023,3,1,1000097856,Left,T_A,1000064785,Right,T_B,4,Top,2,0,0,0-0,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,87.48549,0.346541,5.080766,1917.229775,127.965771,10:15,4.07439,-3.34726,5.89952,-27.33761,9.26489,-10.42402,2.11924,0.5132,80.07162,-4.735213,3.221256,0.435438,73.26757,-24.713997,31.9898,,,,,5.3105,2.87109,20.159062,0.045609,6.72741,4.98622,2.94375,50,4.08662,-10.83796,-126.68234,-0.13044,10.9669,25.11688,-24.04558,86.56206,2.05461,7.41387,1.19892,2.05461,-0.53483,1000103236,Right,54.60021,-127.59115,12.55844,4.0756,0.73961,-12.02279,3.34308,-11.23478,5.48345,,1.19729,83.01527,,,,,,,,2.0555,-45.04825,,,,,,,,-0.53585,51.85315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
