PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
17,11/9/2022,3,1,1000126315,Left,T_B,1000058463,Right,T_A,1,Bottom,2,0,0,0-0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,80.47299,-0.122503,3.016653,2823.870683,303.633947,4:00,5.37416,-2.61735,5.78769,-50.76125,-7.35973,13.02083,1.02993,1.27671,74.37444,-9.35569,5.347237,0.474159,,,,,,,,,,,,-5.82508,-3.37807,2.36066,50,5.33332,-6.64771,-116.83502,-1.94062,-8.03097,22.54135,-36.83135,79.49327,,6.09855,,,,1000100247,Right,54.71471,-117.74114,11.27067,5.38157,-0.46009,-18.41567,2.62139,-6.32488,-4.01549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
18,11/9/2022,3,2,1000126315,Left,T_B,1000058463,Right,T_A,1,Bottom,2,1,0,1-0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,85.46767,-1.038911,2.492954,1525.597909,100.000342,9:15,4.94541,-2.85639,6.63103,-33.70813,3.26815,-12.35516,1.18418,-1.60204,78.91042,-7.329079,0.243034,0.437656,,,,,,,,,,,,7.17004,2.33854,2.69223,50,4.86142,-4.96676,-124.298,-3.25469,11.27428,23.73064,-28.49691,86.12341,,6.55725,,,,1000100247,Right,53.86965,-125.0346,11.86532,4.94872,-2.37015,-14.24846,2.85183,-5.31671,5.63714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
19,11/9/2022,3,3,1000126315,Left,T_B,1000058463,Right,T_A,1,Bottom,2,2,0,2-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,91.98656,-3.283797,3.223762,2298.544794,137.443984,10:30,5.3483,-2.48094,6.2081,-18.89253,13.70249,-11.66418,0.73497,-0.47439,84.65457,-6.83586,1.120673,0.41091,,,,,,,,,,,,6.93784,8.28796,2.2447,50,5.09169,-7.04103,-133.39994,-8.24639,12.56566,27.32618,-17.16313,91.72909,,7.33198,,,,1000100247,Right,54.29249,-134.27635,13.66309,5.34735,-7.69593,-8.58157,2.47699,-7.44404,6.28283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
20,11/9/2022,3,4,1000126315,Left,T_B,1000058463,Right,T_A,1,Bottom,2,3,0,3-0,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,91.84836,-3.450796,3.571011,2257.213611,145.0962,10:45,5.21877,-2.64774,6.46924,-15.8328,16.56926,-10.86304,0.72013,-0.2691,84.4507,-6.470081,1.604653,0.409692,,,,,,,,,,,,6.67697,9.92001,2.40053,50,4.96762,-7.8897,-133.17952,-8.47719,12.04888,27.33279,-14.27291,92.00187,,7.39766,,,,1000100247,Right,54.03148,-134.00435,13.66639,5.21694,-8.04647,-7.13646,2.6441,-8.25331,6.02444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
21,11/9/2022,4,1,1000126315,Left,T_B,1000110361,Right,T_A,1,Bottom,2,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,90.93468,-1.159845,4.30549,2356.760012,147.389804,11:00,5.47828,-2.6155,6.42374,-15.14477,18.10241,-10.89882,3.14693,0.44134,82.94279,-4.082613,2.338236,0.415001,,,,,,,,,,,,6.84559,10.0719,2.31247,50,5.38808,-9.47856,-131.82993,-3.05583,12.04727,28.01836,-14.44894,90.82499,,7.9919,,,,1000100247,Right,54.07382,-132.69293,14.00918,5.47535,-2.61078,-7.22447,2.61014,-9.84963,6.02364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
22,11/9/2022,4,2,1000126315,Left,T_B,1000110361,Right,T_A,1,Bottom,2,0,1,0-1,Curveball,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,81.13973,-1.416675,4.353486,2813.963244,304.948605,4:15,5.4162,-2.66967,5.7662,-48.30369,-5.69154,9.85229,0.06835,2.21086,75.62091,-10.146405,6.11232,0.469827,,,,,,,,,,,,-3.90299,-2.19831,2.30268,50,5.26907,-9.32767,-117.64805,-4.53607,-5.49455,21.39083,-35.26881,80.22619,,5.51882,,,,1000100247,Right,54.73627,-118.50608,10.69542,5.42265,-3.12138,-17.6344,2.67241,-9.10728,-2.74727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.16053,,,0.893262,,,,0.59901,5.03224,-5.44261,64.53618,5.31127,60.24685,0.7405,80.30526,-9.8598,5.0691,11.73553,-12.80946,-5.41581,76.87618,-3.75228,High,High,High,,,High,Medium,Medium,v3
23,11/9/2022,4,3,1000126315,Left,T_B,1000110361,Right,T_A,1,Bottom,2,1,1,1-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,90.41657,-3.127621,5.191996,2291.442931,142.784638,10:45,5.29613,-2.55032,6.42502,-20.03844,13.66009,-9.5663,0.7367,1.43796,82.97847,-6.906794,3.468015,0.417808,,,,,,,,,,,,6.41079,8.31536,2.18354,50,5.06293,-11.50971,-130.80376,-7.75581,11.13673,26.89602,-17.72871,90.21473,,7.4381,,,,1000100247,Right,54.07433,-131.63887,13.44801,5.29519,-7.20535,-8.86435,2.54628,-11.8555,5.56837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
24,11/9/2022,4,4,1000126315,Left,T_B,1000110361,Right,T_A,1,Bottom,2,2,1,2-1,Curveball,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,80.57784,-0.603193,3.37244,2783.062975,293.848812,3:45,5.22177,-2.70389,5.75878,-47.79971,-4.25536,12.71375,0.676,1.49831,74.1962,-9.304784,5.644891,0.474938,,,,,,,,,,,,-5.49642,-1.58429,2.4163,50,5.14269,-7.3742,-116.8622,-2.82696,-7.55361,23.3041,-34.35132,79.36278,,6.38164,,,,1000100247,Right,54.74193,-117.80402,11.65205,5.22888,-1.43868,-17.17566,2.70815,-7.06892,-3.7768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
25,11/9/2022,4,5,1000126315,Left,T_B,1000110361,Right,T_A,1,Bottom,2,3,1,3-1,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,90.28497,-1.42448,1.471043,2186.990332,143.55889,10:45,5.44436,-2.47757,6.37369,-17.22973,16.61993,-11.43044,2.69722,-2.07634,82.02498,-4.733648,-0.599063,0.418744,,,,,,,,,,,,6.34953,9.4076,2.37616,50,5.33328,-2.89602,-131.10934,-3.72067,10.9769,29.48297,-15.91043,90.01307,,8.25999,,,,1000100247,Right,54.12301,-132.03324,14.74149,5.44206,-3.22209,-7.95521,2.4723,-3.24,5.48845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
26,11/9/2022,5,1,1000126315,Left,T_B,1000073511,Right,T_A,1,Bottom,2,0,0,0-0,Curveball,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,81.03334,-1.701473,2.499127,2856.484351,315.999666,4:30,5.22315,-3.02473,6.09627,-47.64479,-5.73926,6.65304,-0.32293,-0.15736,75.69616,-10.379191,3.700101,0.465915,,,,,,,,,,,,-2.84768,-2.30858,2.82858,50,5.06628,-5.37459,-117.80759,-4.99946,-4.03065,20.88189,-35.44164,80.89978,,5.33718,,,,1000100247,Right,54.40729,-118.58623,10.44095,5.22806,-3.67792,-17.72082,3.02619,-5.2243,-2.01532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
27,11/9/2022,5,2,1000126315,Left,T_B,1000073511,Right,T_A,1,Bottom,2,1,0,1-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.37371,-1.62545,2.015265,2267.008476,156.475886,11:15,5.3965,-2.6006,6.3512,-19.67474,15.21316,-6.17784,2.25943,-1.25967,81.48402,-5.346604,0.897395,0.425117,,,,,,,,,,,,3.72709,8.66315,2.4571,50,5.26901,-4.27861,-128.46064,-4.20465,6.27941,24.55471,-17.57834,88.66362,,6.8897,,,,1000100247,Right,54.14774,-129.25104,12.27736,5.39525,-3.63882,-8.78917,2.59807,-4.48074,3.13971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
